Solute_SMILES,Solvent_SMILES,T,log-gamma,source_file,solute_rdkit_valid,solute_canonical_isomeric,solute_canonical_nonisomeric,solute_rdkit_isomeric_flag,solute_heuristic_isomer_flag,solute_isomer_detection_method,solute_isomer_collision_group,solute_collision_group_id,solvent_rdkit_valid,solvent_canonical_isomeric,solvent_canonical_nonisomeric,solvent_rdkit_isomeric_flag,solvent_heuristic_isomer_flag,solvent_isomer_detection_method,solvent_isomer_collision_group,solvent_collision_group_id,isomer_subset_flag,isomer_detection_reason
C/C=C\C,CCC(CC)O,56.86,0.841567186,molecule_train.csv,True,C/C=C\C,CC=CC,True,True,rdkit+heuristic,True,solute_iso_collision_0001,True,CCC(O)CC,CCC(O)CC,False,False,none,False,,True,solute:rdkit;solute:heuristic;solute:collision
C1CCCCC1,CCCCC,25.05,0.262364264,molecule_train.csv,True,C1CCCCC1,C1CCCCC1,False,False,none,False,,True,CCCCC,CCCCC,False,False,none,False,,False,
CC(C)C(C)C(C)C,C1=CC=CC=C1,25.0,0.815364813,molecule_train.csv,True,CC(C)C(C)C(C)C,CC(C)C(C)C(C)C,False,False,none,False,,True,c1ccccc1,c1ccccc1,False,False,none,False,,False,
CC1=CC=CC=C1,CCCCCCCCCCCCCCCCCCCCCCCC,70.4,-0.261364764,molecule_train.csv,True,Cc1ccccc1,Cc1ccccc1,False,False,none,False,,True,CCCCCCCCCCCCCCCCCCCCCCCC,CCCCCCCCCCCCCCCCCCCCCCCC,False,False,none,False,,False,
CC1=CC=CC=C1,C(CC#N)CC#N,25.0,1.648658626,molecule_train.csv,True,Cc1ccccc1,Cc1ccccc1,False,False,none,False,,True,N#CCCCC#N,N#CCCCC#N,False,False,none,False,,False,
CCCCCC,C1=CC=C2C(=C1)C=CC3=CC=CC=C32,180.0,1.283707772,molecule_train.csv,True,CCCCCC,CCCCCC,False,False,none,False,,True,c1ccc2c(c1)ccc1ccccc12,c1ccc2c(c1)ccc1ccccc12,False,False,none,False,,False,
C(C(CO)O)O,CCO,25.0,0.29,molecule_train.csv,True,OCC(O)CO,OCC(O)CO,False,False,none,False,,True,CCO,CCO,False,False,none,False,,False,
CC(C)C=C,CCCCCCCCCCCCCCCCCCO,65.0,0.157516438,molecule_train.csv,True,C=CC(C)C,C=CC(C)C,False,False,none,False,,True,CCCCCCCCCCCCCCCCCCO,CCCCCCCCCCCCCCCCCCO,False,False,none,False,,False,
C(Cl)(Cl)Cl,CCCCCCCC,0.0,0.357674444,molecule_train.csv,True,ClC(Cl)Cl,ClC(Cl)Cl,False,False,none,False,,True,CCCCCCCC,CCCCCCCC,False,False,none,False,,False,
CCCCC=C,C1=CC=C2C(=C1)C=CC=C2Cl,20.0,0.951657876,molecule_train.csv,True,C=CCCCC,C=CCCCC,False,False,none,False,,True,Clc1cccc2ccccc12,Clc1cccc2ccccc12,False,False,none,False,,False,
CC(C)C,CCC(C)CO,-23.1,1.280933845,molecule_train.csv,True,CC(C)C,CC(C)C,False,False,none,False,,True,CCC(C)CO,CCC(C)CO,False,False,none,False,,False,
CCCCC=C,CCNC(=O)C,60.0,1.796747011,molecule_train.csv,True,C=CCCCC,C=CCCCC,False,False,none,False,,True,CCNC(C)=O,CCNC(C)=O,False,False,none,False,,False,
CC1=CC=CC=C1,C(CC#N)CC#N,60.05,1.570697084,molecule_train.csv,True,Cc1ccccc1,Cc1ccccc1,False,False,none,False,,True,N#CCCCC#N,N#CCCCC#N,False,False,none,False,,False,
CC(=O)C,COCCOCCOCCOCCOC,50.0,-0.164874643,molecule_train.csv,True,CC(C)=O,CC(C)=O,False,False,none,False,,True,COCCOCCOCCOCCOC,COCCOCCOCCOCCOC,False,False,none,False,,False,
CCCCO,CCCCCCC,40.0,3.198673118,molecule_train.csv,True,CCCCO,CCCCO,False,False,none,False,,True,CCCCCCC,CCCCCCC,False,False,none,False,,False,
CCCCCC=C,CCCCCCCCCCCCCCO,44.8,0.530628251,molecule_train.csv,True,C=CCCCCC,C=CCCCCC,False,False,none,False,,True,CCCCCCCCCCCCCCO,CCCCCCCCCCCCCCO,False,False,none,False,,False,
C1CCCC1,C(COCCO)O,75.05,3.317815773,molecule_train.csv,True,C1CCCC1,C1CCCC1,False,False,none,False,,True,OCCOCCO,OCCOCCO,False,False,none,False,,False,
CCCl,CC1=CC=CC=C1C,16.82,0.058268908,molecule_train.csv,True,CCCl,CCCl,False,False,none,False,,True,Cc1ccccc1C,Cc1ccccc1C,False,False,none,False,,False,
CCC1CCCCC1,CCCCCCCCCCCCCCO,65.1,0.378436436,molecule_train.csv,True,CCC1CCCCC1,CCC1CCCCC1,False,False,none,False,,True,CCCCCCCCCCCCCCO,CCCCCCCCCCCCCCO,False,False,none,False,,False,
CC(C)C=C,CC(C)[N+](=O)[O-],25.0,1.205970807,molecule_train.csv,True,C=CC(C)C,C=CC(C)C,False,False,none,False,,True,CC(C)[N+](=O)[O-],CC(C)[N+](=O)[O-],False,False,none,False,,False,
C(Cl)(Cl)Cl,CCCCCCCCCCCCC(C(C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F,40.0,0.009950331,molecule_train.csv,True,ClC(Cl)Cl,ClC(Cl)Cl,False,False,none,False,,True,CCCCCCCCCCCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,CCCCCCCCCCCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,False,False,none,False,,False,
CI,CCO,20.05,1.660131027,molecule_train.csv,True,CI,CI,False,False,none,False,,True,CCO,CCO,False,False,none,False,,False,
CCCCCCC,C1COCCN1C=O,100.25,3.068052935,molecule_train.csv,True,CCCCCCC,CCCCCCC,False,False,none,False,,True,O=CN1CCOCC1,O=CN1CCOCC1,False,False,none,False,,False,
C=CCCC=C,CN1CCCC1=O,41.9,1.269760545,molecule_train.csv,True,C=CCCC=C,C=CCCC=C,False,False,none,False,,True,CN1CCCC1=O,CN1CCCC1=O,False,False,none,False,,False,
CCCCCCC,C(COCCOCCOCCO)O,120.0,3.138017118,molecule_train.csv,True,CCCCCCC,CCCCCCC,False,False,none,False,,True,OCCOCCOCCOCCO,OCCOCCOCCOCCO,False,False,none,False,,False,
C(CBr)Cl,CCCCOC(=O)C1=C(C(=C(C(=C1Cl)Cl)Cl)Cl)C(=O)OCCCC,93.9,-0.349557476,molecule_train.csv,True,ClCCBr,ClCCBr,False,False,none,False,,True,CCCCOC(=O)c1c(Cl)c(Cl)c(Cl)c(Cl)c1C(=O)OCCCC,CCCCOC(=O)c1c(Cl)c(Cl)c(Cl)c(Cl)c1C(=O)OCCCC,False,False,none,False,,False,
CCO,CCCCCCCC,20.05,3.921973336,molecule_train.csv,True,CCO,CCO,False,False,none,False,,True,CCCCCCCC,CCCCCCCC,False,False,none,False,,False,
CC1=CC=CC=C1,C(COCCO)O,60.05,2.4176979,molecule_train.csv,True,Cc1ccccc1,Cc1ccccc1,False,False,none,False,,True,OCCOCCO,OCCOCCO,False,False,none,False,,False,
CCCCOC(=O)C,CC(=O)NC,45.22,1.266665874,molecule_train.csv,True,CCCCOC(C)=O,CCCCOC(C)=O,False,False,none,False,,True,CNC(C)=O,CNC(C)=O,False,False,none,False,,False,
CC1CCCC1,CS(=O)C,24.85,3.384390263,molecule_train.csv,True,CC1CCCC1,CC1CCCC1,False,False,none,False,,True,CS(C)=O,CS(C)=O,False,False,none,False,,False,
CCCO,CCC1=CC=CC=C1,30.0,2.557227311,molecule_train.csv,True,CCCO,CCCO,False,False,none,False,,True,CCc1ccccc1,CCc1ccccc1,False,False,none,False,,False,
CCO,C1COCCN1C=O,60.05,0.185649347,molecule_train.csv,True,CCO,CCO,False,False,none,False,,True,O=CN1CCOCC1,O=CN1CCOCC1,False,False,none,False,,False,
CCCCCCC,C1CCC(CC1)C2CCCCC2,25.0,0.122217633,molecule_train.csv,True,CCCCCCC,CCCCCCC,False,False,none,False,,True,C1CCC(C2CCCCC2)CC1,C1CCC(C2CCCCC2)CC1,False,False,none,False,,False,
CCCCCC,CCCCCCCCCCCCCCCC,20.05,-0.105360516,molecule_train.csv,True,CCCCCC,CCCCCC,False,False,none,False,,True,CCCCCCCCCCCCCCCC,CCCCCCCCCCCCCCCC,False,False,none,False,,False,
CC1=CC(=CC=C1)C,C1=CC=CC=C1,25.0,0.895,molecule_train.csv,True,Cc1cccc(C)c1,Cc1cccc(C)c1,False,False,none,False,,True,c1ccccc1,c1ccccc1,False,False,none,False,,False,
C1CCOC1,CCOC(=O)C1=CC=CC=C1C(=O)OCC,60.05,-0.210721031,molecule_train.csv,True,C1CCOC1,C1CCOC1,False,False,none,False,,True,CCOC(=O)c1ccccc1C(=O)OCC,CCOC(=O)c1ccccc1C(=O)OCC,False,False,none,False,,False,
CCC(=O)C,C1CCCCC1,25.0,1.662030363,molecule_train.csv,True,CCC(C)=O,CCC(C)=O,False,False,none,False,,True,C1CCCCC1,C1CCCCC1,False,False,none,False,,False,
C1=CC=CC=C1,CCCCCCCCCCCCCCCC(=O)O,108.3,0.131028262,molecule_train.csv,True,c1ccccc1,c1ccccc1,False,False,none,False,,True,CCCCCCCCCCCCCCCC(=O)O,CCCCCCCCCCCCCCCC(=O)O,False,False,none,False,,False,
CCCCCCCCC,C1=CC=CC=C1,25.0,0.832909123,molecule_train.csv,True,CCCCCCCCC,CCCCCCCCC,False,False,none,False,,True,c1ccccc1,c1ccccc1,False,False,none,False,,False,
CCCCC,C1=COC(=C1)C=O,45.0,2.821378886,molecule_train.csv,True,CCCCC,CCCCC,False,False,none,False,,True,O=Cc1ccco1,O=Cc1ccco1,False,False,none,False,,False,
CCBr,CCCCCC,58.85,0.31481074,molecule_train.csv,True,CCBr,CCBr,False,False,none,False,,True,CCCCCC,CCCCCC,False,False,none,False,,False,
C(CO)O,C1=CC=CC=C1,50.0,3.408834809,molecule_train.csv,True,OCCO,OCCO,False,False,none,False,,True,c1ccccc1,c1ccccc1,False,False,none,False,,False,
C1CCCCC1,CCOC(=O)C,25.0,1.156881197,molecule_train.csv,True,C1CCCCC1,C1CCCCC1,False,False,none,False,,True,CCOC(C)=O,CCOC(C)=O,False,False,none,False,,False,
C1=CC=C(C=C1)Cl,CCCCCCCCCCCCCCCC(=O)O,85.07,-0.026343975,molecule_train.csv,True,Clc1ccccc1,Clc1ccccc1,False,False,none,False,,True,CCCCCCCCCCCCCCCC(=O)O,CCCCCCCCCCCCCCCC(=O)O,False,False,none,False,,False,
CC(=C)C,CC1=CC=CC=C1C,56.84,0.385262401,molecule_train.csv,True,C=C(C)C,C=C(C)C,False,False,none,False,,True,Cc1ccccc1C,Cc1ccccc1C,False,False,none,False,,False,
C1=CC=C(C=C1)CCl,CCCCC/C=C\C/C=C\CCCCCCCC(=O)O,85.15,0.474991171,molecule_train.csv,True,ClCc1ccccc1,ClCc1ccccc1,False,False,none,False,,True,CCCCC/C=C\C/C=C\CCCCCCCC(=O)O,CCCCCC=CCC=CCCCCCCCC(=O)O,True,True,rdkit+heuristic,True,solvent_iso_collision_0001,True,solvent:rdkit;solvent:heuristic;solvent:collision
C1=CC=C(C=C1)Cl,CC(=O)NC,59.65,1.118414916,molecule_train.csv,True,Clc1ccccc1,Clc1ccccc1,False,False,none,False,,True,CNC(C)=O,CNC(C)=O,False,False,none,False,,False,
CCCOC(=O)C,CCCCCCCCCCCCCCCC(=O)O,86.2,0.231111721,molecule_train.csv,True,CCCOC(C)=O,CCCOC(C)=O,False,False,none,False,,True,CCCCCCCCCCCCCCCC(=O)O,CCCCCCCCCCCCCCCC(=O)O,False,False,none,False,,False,
CCCCCCCCC,CCCCCCCCC,25.0,0.131028262,molecule_train.csv,True,CCCCCCCCC,CCCCCCCCC,False,False,none,False,,True,CCCCCCCCC,CCCCCCCCC,False,False,none,False,,False,
CCC(C)O,CCCCCCCCCCCCCCCC(=O)O,74.86,0.181487876,molecule_train.csv,True,CCC(C)O,CCC(C)O,False,False,none,False,,True,CCCCCCCCCCCCCCCC(=O)O,CCCCCCCCCCCCCCCC(=O)O,False,False,none,False,,False,
CCCCCC,CC/C=C\C/C=C\C/C=C\CCCCCCCC(=O)O,50.11,1.195738999,molecule_train.csv,True,CCCCCC,CCCCCC,False,False,none,False,,True,CC/C=C\C/C=C\C/C=C\CCCCCCCC(=O)O,CCC=CCC=CCC=CCCCCCCCC(=O)O,True,True,rdkit+heuristic,True,solvent_iso_collision_0003,True,solvent:rdkit;solvent:heuristic;solvent:collision
C1=CC=C(C=C1)N,CCCCCC,25.0,1.199,molecule_train.csv,True,Nc1ccccc1,Nc1ccccc1,False,False,none,False,,True,CCCCCC,CCCCCC,False,False,none,False,,False,
CC(C)OC(C)C,CCN(CC)C(=O)C,40.0,0.955511445,molecule_train.csv,True,CC(C)OC(C)C,CC(C)OC(C)C,False,False,none,False,,True,CCN(CC)C(C)=O,CCN(CC)C(C)=O,False,False,none,False,,False,
CCCCCCC,C1COCCN1C=O,79.35,3.261935314,molecule_train.csv,True,CCCCCCC,CCCCCCC,False,False,none,False,,True,O=CN1CCOCC1,O=CN1CCOCC1,False,False,none,False,,False,
CCCCO,CCCCCCCC,20.05,3.742420221,molecule_train.csv,True,CCCCO,CCCCO,False,False,none,False,,True,CCCCCCCC,CCCCCCCC,False,False,none,False,,False,
CC(C)O,CCCCCCCCCCCCCCCCCCCCCCCCCCCC,80.2,1.555404024,molecule_train.csv,True,CC(C)O,CC(C)O,False,False,none,False,,True,CCCCCCCCCCCCCCCCCCCCCCCCCCCC,CCCCCCCCCCCCCCCCCCCCCCCCCCCC,False,False,none,False,,False,
CCCCCC,CCCCCCCCCCCCCCCC,25.05,-0.105360516,molecule_train.csv,True,CCCCCC,CCCCCC,False,False,none,False,,True,CCCCCCCCCCCCCCCC,CCCCCCCCCCCCCCCC,False,False,none,False,,False,
CCCCCCCC,CN1CCCC1=O,25.05,3.056827373,molecule_train.csv,True,CCCCCCCC,CCCCCCCC,False,False,none,False,,True,CN1CCCC1=O,CN1CCCC1=O,False,False,none,False,,False,
C1CCCCC1,CCO,24.35,2.424802726,molecule_train.csv,True,C1CCCCC1,C1CCCCC1,False,False,none,False,,True,CCO,CCO,False,False,none,False,,False,
C1CCCCC1,CC1=CC(=O)CC(C1)(C)C,70.0,0.985816795,molecule_train.csv,True,C1CCCCC1,C1CCCCC1,False,False,none,False,,True,CC1=CC(=O)CC(C)(C)C1,CC1=CC(=O)CC(C)(C)C1,False,False,none,False,,False,
CCCCCCCC,CN1CCCC1=O,50.25,2.939161922,molecule_train.csv,True,CCCCCCCC,CCCCCCCC,False,False,none,False,,True,CN1CCCC1=O,CN1CCCC1=O,False,False,none,False,,False,
CCCCCCCC,C1CCC(CC1)N,60.0,0.791180921,molecule_train.csv,True,CCCCCCCC,CCCCCCCC,False,False,none,False,,True,NC1CCCCC1,NC1CCCCC1,False,False,none,False,,False,
CCCCOC(=O)C,CCCCN(CCCC)C=O,59.31,0.223943231,molecule_train.csv,True,CCCCOC(C)=O,CCCCOC(C)=O,False,False,none,False,,True,CCCCN(C=O)CCCC,CCCCN(C=O)CCCC,False,False,none,False,,False,
CCCO,CC1=CC=C(C=C1)OP(=O)(OC2=CC=C(C=C2)C)OC3=CC=C(C=C3)C,80.0,0.058268908,molecule_train.csv,True,CCCO,CCCO,False,False,none,False,,True,Cc1ccc(OP(=O)(Oc2ccc(C)cc2)Oc2ccc(C)cc2)cc1,Cc1ccc(OP(=O)(Oc2ccc(C)cc2)Oc2ccc(C)cc2)cc1,False,False,none,False,,False,
C1CCCCC1,CCCCCCCCCCCCCCC#N,25.0,0.148420005,molecule_train.csv,True,C1CCCCC1,C1CCCCC1,False,False,none,False,,True,CCCCCCCCCCCCCCC#N,CCCCCCCCCCCCCCC#N,False,False,none,False,,False,
C1CCCCC1,CCCCCO,45.0,1.172482137,molecule_train.csv,True,C1CCCCC1,C1CCCCC1,False,False,none,False,,True,CCCCCO,CCCCCO,False,False,none,False,,False,
CCCCCC,CN1CCCC1=O,75.05,2.218115936,molecule_train.csv,True,CCCCCC,CCCCCC,False,False,none,False,,True,CN1CCCC1=O,CN1CCCC1=O,False,False,none,False,,False,
CC(C)CC(C)(C)C,CN1CCCC1=O,60.0,2.772588722,molecule_train.csv,True,CC(C)CC(C)(C)C,CC(C)CC(C)(C)C,False,False,none,False,,True,CN1CCCC1=O,CN1CCCC1=O,False,False,none,False,,False,
CCCCCCCC,CC(C)OC(=O)C1=CC=CC=C1C(=O)OC(C)C,120.0,1.078409581,molecule_train.csv,True,CCCCCCCC,CCCCCCCC,False,False,none,False,,True,CC(C)OC(=O)c1ccccc1C(=O)OC(C)C,CC(C)OC(=O)c1ccccc1C(=O)OC(C)C,False,False,none,False,,False,
CCC(C)CCC(C)C,C1COCCO1,25.0,1.887069649,molecule_train.csv,True,CCC(C)CCC(C)C,CCC(C)CCC(C)C,False,False,none,False,,True,C1COCCO1,C1COCCO1,False,False,none,False,,False,
CCCCCC,CCCCOP(=O)(OCCCC)OCCCC,56.85,0.500775288,molecule_train.csv,True,CCCCCC,CCCCCC,False,False,none,False,,True,CCCCOP(=O)(OCCCC)OCCCC,CCCCOP(=O)(OCCCC)OCCCC,False,False,none,False,,False,
CCCCCC=C,CCCCC(CC)COC(=O)C1=CC=CC=C1C(=O)OCC(CC)CCCC,100.0,0.21,molecule_train.csv,True,C=CCCCCC,C=CCCCCC,False,False,none,False,,True,CCCCC(CC)COC(=O)c1ccccc1C(=O)OCC(CC)CCCC,CCCCC(CC)COC(=O)c1ccccc1C(=O)OCC(CC)CCCC,False,False,none,False,,False,
CC(C)C,CCC(C)(C)O,56.85,0.951657876,molecule_train.csv,True,CC(C)C,CC(C)C,False,False,none,False,,True,CCC(C)(C)O,CCC(C)(C)O,False,False,none,False,,False,
C[N+](=O)[O-],C=CCCCC=C,20.0,2.604909442,molecule_train.csv,True,C[N+](=O)[O-],C[N+](=O)[O-],False,False,none,False,,True,C=CCCCC=C,C=CCCCC=C,False,False,none,False,,False,
C1CCCCCC1,CN1CCCC1=O,90.05,1.916922612,molecule_train.csv,True,C1CCCCCC1,C1CCCCCC1,False,False,none,False,,True,CN1CCCC1=O,CN1CCCC1=O,False,False,none,False,,False,
CCC[N+](=O)[O-],CCCCCCCCCCCCCCCC,25.05,2.333114298,molecule_train.csv,True,CCC[N+](=O)[O-],CCC[N+](=O)[O-],False,False,none,False,,True,CCCCCCCCCCCCCCCC,CCCCCCCCCCCCCCCC,False,False,none,False,,False,
CC(=O)C,CCCCCCCCCCCCC(C(C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F,50.0,0.512823626,molecule_train.csv,True,CC(C)=O,CC(C)=O,False,False,none,False,,True,CCCCCCCCCCCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,CCCCCCCCCCCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,False,False,none,False,,False,
C[N+](=O)[O-],C=CC=C,25.0,0.684,molecule_train.csv,True,C[N+](=O)[O-],C[N+](=O)[O-],False,False,none,False,,True,C=CC=C,C=CC=C,False,False,none,False,,False,
C(C(Cl)Cl)Cl,CC(COC)OCC(C)OCC(C)OC,30.0,0.096218858,molecule_train.csv,True,ClCC(Cl)Cl,ClCC(Cl)Cl,False,False,none,False,,True,COCC(C)OCC(C)OCC(C)OC,COCC(C)OCC(C)OCC(C)OC,False,False,none,False,,False,
CCCCC=C,C(CCCCCC#N)CCCCC#N,70.95,1.07,molecule_train.csv,True,C=CCCCC,C=CCCCC,False,False,none,False,,True,N#CCCCCCCCCCCC#N,N#CCCCCCCCCCCC#N,False,False,none,False,,False,
CC(C)CC(C)(C)C,CCCCCCCCCCCC(=O)O,56.03,0.557327457,molecule_train.csv,True,CC(C)CC(C)(C)C,CC(C)CC(C)(C)C,False,False,none,False,,True,CCCCCCCCCCCC(=O)O,CCCCCCCCCCCC(=O)O,False,False,none,False,,False,
CO,C1=CC=C(C=C1)OP(=O)(OC2=CC=CC=C2)OC3=CC=CC=C3,125.0,0.08,molecule_train.csv,True,CO,CO,False,False,none,False,,True,O=P(Oc1ccccc1)(Oc1ccccc1)Oc1ccccc1,O=P(Oc1ccccc1)(Oc1ccccc1)Oc1ccccc1,False,False,none,False,,False,
CCCl,CC(C)CO,56.79,0.90016135,molecule_train.csv,True,CCCl,CCCl,False,False,none,False,,True,CC(C)CO,CC(C)CO,False,False,none,False,,False,
CCN(CC)CC,CCOC(=O)C,25.0,0.737164066,molecule_train.csv,True,CCN(CC)CC,CCN(CC)CC,False,False,none,False,,True,CCOC(C)=O,CCOC(C)=O,False,False,none,False,,False,
CCCCCO,C1CCCCC1,79.75,2.094330154,molecule_train.csv,True,CCCCCO,CCCCCO,False,False,none,False,,True,C1CCCCC1,C1CCCCC1,False,False,none,False,,False,
CC(Cl)(Cl)Cl,CCCCCCCCCCCCCCCC,25.05,0.039220713,molecule_train.csv,True,CC(Cl)(Cl)Cl,CC(Cl)(Cl)Cl,False,False,none,False,,True,CCCCCCCCCCCCCCCC,CCCCCCCCCCCCCCCC,False,False,none,False,,False,
C/C=C/C,C=CCO,56.84,1.591273942,molecule_train.csv,True,C/C=C/C,CC=CC,True,True,rdkit+heuristic,True,solute_iso_collision_0001,True,C=CCO,C=CCO,False,False,none,False,,True,solute:rdkit;solute:heuristic;solute:collision
CCC(=O)C,CC(=O)O,25.05,-0.072570693,molecule_train.csv,True,CCC(C)=O,CCC(C)=O,False,False,none,False,,True,CC(=O)O,CC(=O)O,False,False,none,False,,False,
C1=CC=CC=C1,CCCCCCCCCCCCCCCCCCC(C(C(C(F)(F)F)(F)F)(F)F)(F)F,40.0,-0.040821995,molecule_train.csv,True,c1ccccc1,c1ccccc1,False,False,none,False,,True,CCCCCCCCCCCCCCCCCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)F,CCCCCCCCCCCCCCCCCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)F,False,False,none,False,,False,
C1COCCO1,CCCCN,25.0,0.17,molecule_train.csv,True,C1COCCO1,C1COCCO1,False,False,none,False,,True,CCCCN,CCCCN,False,False,none,False,,False,
CCO,CC(C)CC(C)(C)C,25.05,3.797285328,molecule_train.csv,True,CCO,CCO,False,False,none,False,,True,CC(C)CC(C)(C)C,CC(C)CC(C)(C)C,False,False,none,False,,False,
C1=CC=CC=C1,C1=CC=C2C(=C1)C=CC=N2,20.0,0.512823626,molecule_train.csv,True,c1ccccc1,c1ccccc1,False,False,none,False,,True,c1ccc2ncccc2c1,c1ccc2ncccc2c1,False,False,none,False,,False,
CC(=C)C=C,CC(=O)CCC1=CC=CC=C1,25.0,0.604315967,molecule_train.csv,True,C=CC(=C)C,C=CC(=C)C,False,False,none,False,,True,CC(=O)CCc1ccccc1,CC(=O)CCc1ccccc1,False,False,none,False,,False,
CC1=CC(=CC(=C1)C)C,COC(=O)C=C,25.0,0.288,molecule_train.csv,True,Cc1cc(C)cc(C)c1,Cc1cc(C)cc(C)c1,False,False,none,False,,True,C=CC(=O)OC,C=CC(=O)OC,False,False,none,False,,False,
CCCCCCC=C,CN(C)C=O,40.05,2.533696814,molecule_train.csv,True,C=CCCCCCC,C=CCCCCCC,False,False,none,False,,True,CN(C)C=O,CN(C)C=O,False,False,none,False,,False,
CCCCCCC=C,C(CO)O,60.0,6.146329258,molecule_train.csv,True,C=CCCCCCC,C=CCCCCCC,False,False,none,False,,True,OCCO,OCCO,False,False,none,False,,False,
C1=CC=CC=C1,CCCCCCCCCCCCCCCCCCCCCCCC,76.0,-0.285018955,molecule_train.csv,True,c1ccccc1,c1ccccc1,False,False,none,False,,True,CCCCCCCCCCCCCCCCCCCCCCCC,CCCCCCCCCCCCCCCCCCCCCCCC,False,False,none,False,,False,
CCC(=O)C,C(CCCCCCN)CCCCCN,80.0,1.09,molecule_train.csv,True,CCC(C)=O,CCC(C)=O,False,False,none,False,,True,NCCCCCCCCCCCCN,NCCCCCCCCCCCCN,False,False,none,False,,False,
C1=CC=CC=C1,C1=CC=C(C=C1)N,25.05,0.78845736,molecule_train.csv,True,c1ccccc1,c1ccccc1,False,False,none,False,,True,Nc1ccccc1,Nc1ccccc1,False,False,none,False,,False,
CCO,C1=CC=C2C(=C1)C=CC=N2,60.0,0.488580015,molecule_train.csv,True,CCO,CCO,False,False,none,False,,True,c1ccc2ncccc2c1,c1ccc2ncccc2c1,False,False,none,False,,False,
CCO,CCCCCCCCCCCCCC(=O)O,40.95,0.598836501,molecule_train.csv,True,CCO,CCO,False,False,none,False,,True,CCCCCCCCCCCCCC(=O)O,CCCCCCCCCCCCCC(=O)O,False,False,none,False,,False,
CCCO,CCCCCCCCCCCCCCCC(=O)O,122.0,0.19062036,molecule_train.csv,True,CCCO,CCCO,False,False,none,False,,True,CCCCCCCCCCCCCCCC(=O)O,CCCCCCCCCCCCCCCC(=O)O,False,False,none,False,,False,
CC1=CC=CC=C1,CC(=O)OCC(COC(=O)C)OC(=O)C,61.0,0.703097511,molecule_train.csv,True,Cc1ccccc1,Cc1ccccc1,False,False,none,False,,True,CC(=O)OCC(COC(C)=O)OC(C)=O,CC(=O)OCC(COC(C)=O)OC(C)=O,False,False,none,False,,False,
CC(=O)C,CCCC(=O)C1=CC=CC=C1,24.95,0.292669614,molecule_train.csv,True,CC(C)=O,CC(C)=O,False,False,none,False,,True,CCCC(=O)c1ccccc1,CCCC(=O)c1ccccc1,False,False,none,False,,False,
CCCCC,CCCCCCCCCC(=O)CCCCCCCCC,89.6,-0.040821995,molecule_train.csv,True,CCCCC,CCCCC,False,False,none,False,,True,CCCCCCCCCC(=O)CCCCCCCCC,CCCCCCCCCC(=O)CCCCCCCCC,False,False,none,False,,False,
CCCC(=O)C,CN1CCCCC1=O,30.26,0.285178942,molecule_train.csv,True,CCCC(C)=O,CCCC(C)=O,False,False,none,False,,True,CN1CCCCC1=O,CN1CCCCC1=O,False,False,none,False,,False,
CC1=CC=CC=C1,CCCCN(CCCC)C=O,59.25,-0.020202707,molecule_train.csv,True,Cc1ccccc1,Cc1ccccc1,False,False,none,False,,True,CCCCN(C=O)CCCC,CCCCN(C=O)CCCC,False,False,none,False,,False,
C(Cl)(Cl)(Cl)Br,CCCCCCCCCCCCCCCCCCCC,53.2,-0.208254939,molecule_train.csv,True,ClC(Cl)(Cl)Br,ClC(Cl)(Cl)Br,False,False,none,False,,True,CCCCCCCCCCCCCCCCCCCC,CCCCCCCCCCCCCCCCCCCC,False,False,none,False,,False,
CC1=CC=CC=C1,C1CC(=O)NC1,50.05,1.401182974,molecule_train.csv,True,Cc1ccccc1,Cc1ccccc1,False,False,none,False,,True,O=C1CCCN1,O=C1CCCN1,False,False,none,False,,False,
C1=CC=C(C=C1)Cl,CCCCCCCCCCCCCC(=O)O,40.95,-0.017146159,molecule_train.csv,True,Clc1ccccc1,Clc1ccccc1,False,False,none,False,,True,CCCCCCCCCCCCCC(=O)O,CCCCCCCCCCCCCC(=O)O,False,False,none,False,,False,
CC1CCCCC1,C1CCS(=O)(=O)C1,44.75,3.477232068,molecule_train.csv,True,CC1CCCCC1,CC1CCCCC1,False,False,none,False,,True,O=S1(=O)CCCC1,O=S1(=O)CCCC1,False,False,none,False,,False,
CCCCCC,COCCO,25.0,2.772588722,molecule_train.csv,True,CCCCCC,CCCCCC,False,False,none,False,,True,COCCO,COCCO,False,False,none,False,,False,
